Course Abbr,S/T,Course Title,Cr(US),Cr(ECTS),Start Date,End Date,Days,Time,Enr,Cap,Faculty,Room
RFL 415,1L,Social Problems andIssues of Eurasia,6.0,3,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,6,15,Olga Isupova,7.105 -cap:75
RFL 469,1L,International relations ofEurasia,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,9,15,SabinaInsebayeva,7.105 -cap:75
ROBT 201,1L,Mechanics: Statics andDynamics,3.0,6,14-AUG-23,24-NOV-23,M W F,09:00 AM-09:50 AM,59,72,AibekNiyetkaliyev,7E.429 -cap:90
ROBT 203,1Lb,Electrical and ElectronicCircuits I with Lab,4.0,8,14-AUG-23,24-NOV-23,M,12:00 PM-02:45 PM,24,32,TogzhanSyrymova,7.327 -cap:48
ROBT 203,1L,Electrical and ElectronicCircuits I with Lab,4.0,8,14-AUG-23,24-NOV-23,M W F,10:00 AM-10:50 AM,24,32,Ton Duc Do,7E.429 -cap:90
ROBT 205,1L,Signals and Sensing withLab,4.0,8,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,20,32,MatteoRubagotti,7.246 -cap:48
ROBT 205,1Lb,Signals and Sensing withLab,4.0,8,14-AUG-23,24-NOV-23,W,12:00 PM-02:45 PM,20,32,TogzhanSyrymova,7.327 -cap:48
ROBT 301,1Lb,Mechanical Design withCAD and MachiningLaboratory,4.0,8,14-AUG-23,24-NOV-23,R,01:00 PM-02:45 PM,11,15,AzamatYeshmukhametov,7.327 -cap:48
ROBT 301,2Lb,Mechanical Design withCAD and MachiningLaboratory,4.0,8,14-AUG-23,24-NOV-23,R,03:00 PM-04:45 PM,16,15,AzamatYeshmukhametov,7.327 -cap:48
ROBT 301,1L,Mechanical Design withCAD and MachiningLaboratory,4.0,8,14-AUG-23,24-NOV-23,M W F,11:00 AM-11:50 AM,27,32,AibekNiyetkaliyev,7E.429 -cap:90
ROBT 303,1L,Linear Control Theorywith Lab,4.0,8,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,26,32,Tohid Alizadeh,7.246 -cap:48
ROBT 303,1Lb,Linear Control Theorywith Lab,4.0,8,14-AUG-23,24-NOV-23,F,12:00 PM-02:45 PM,22,32,TogzhanSyrymova,7.327 -cap:48
ROBT 303,2Lb,Linear Control Theorywith Lab,4.0,8,14-AUG-23,24-NOV-23,F,03:00 PM-05:45 PM,4,16,TogzhanSyrymova,7.327 -cap:48
ROBT 308,1L,Industrial Automation,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,16,24,Tohid Alizadeh,7E.230 -cap:24
ROBT 310,1L,Image Processing,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,39,32,ZhanatKappassov,7.322 -cap:24
ROBT 403,1L,"Robotics II: Control,Modeling and Learningwith Laboratory",4.0,8,14-AUG-23,24-NOV-23,W,12:00 PM-12:50 PM,17,32,MicheleFolgheraiter,7.317 -cap:24
ROBT 403,1Lb,"Robotics II: Control,Modeling and Learningwith Laboratory",4.0,8,14-AUG-23,24-NOV-23,T,12:00 PM-02:45 PM,11,16,ZhanatKappassov,7.327 -cap:48
ROBT 403,1L,"Robotics II: Control,Modeling and Learningwith Laboratory",4.0,8,14-AUG-23,24-NOV-23,M F,12:00 PM-12:50 PM,17,32,MicheleFolgheraiter,7.322 -cap:24
ROBT 403,2Lb,"Robotics II: Control,Modeling and Learningwith Laboratory",4.0,8,14-AUG-23,24-NOV-23,T,12:00 PM-02:45 PM,6,16,ZhanatKappassov,7.322 -cap:24
ROBT 407,1L,Machine Learning withApplications,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,36,32,BerdakhAbibullaev,3E.227 -cap:28
ROBT 414,1L,Human-Robot Interaction,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,11,24,AnaraSandygulova,7.322 -cap:24
SMG 100,1L,Introduction to NaturalResources Extraction,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,77,80,Randy Hazlett,OrangeHall -cap:450
SMG200/ECON220,1L,Resource Economics,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,30,30,ZaureshAtakhanova,6.105 -cap:64
SMG200/ECON220,2L,Resource Economics,3.0,6,14-AUG-23,24-NOV-23,T R,11:00 AM-12:15 PM,34,28,ZaureshAtakhanova,6.105 -cap:64
SMG 210,1L,Strength of Materials,3.0,6,14-AUG-23,24-NOV-23,M W,02:30 PM-03:45 PM,25,40,Amoussou CoffiAdoko,6.105 -cap:64
SOC 101,1L,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,245,250,"KarinaMatkarimova,DarkhanMedeuov, DanaBurkhanova",
SOC 101,1S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,W,11:00 AM-11:50 AM,24,25,DarkhanMedeuov,9.204 -cap:38
SOC 101,2S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,F,11:00 AM-11:50 AM,25,25,DarkhanMedeuov,9.204 -cap:38
SOC 101,3S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,M,09:00 AM-09:50 AM,26,25,DanaBurkhanova,9.204 -cap:38
SOC 101,4S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,M,10:00 AM-10:50 AM,26,25,DanaBurkhanova,9.204 -cap:38
SOC 101,5S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,M,10:00 AM-10:50 AM,24,25,KarinaMatkarimova,8.522 -cap:72
SOC 101,6S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,M,11:00 AM-11:50 AM,22,25,KarinaMatkarimova,8.522 -cap:72
SOC 101,7S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,W,10:00 AM-10:50 AM,24,25,KarinaMatkarimova,8.522 -cap:72
SOC 101,8S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,F,10:00 AM-10:50 AM,25,25,KarinaMatkarimova,8.522 -cap:72
SOC 101,9S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,W,11:00 AM-11:50 AM,24,25,KarinaMatkarimova,8.522 -cap:72
SOC 101,10S,Introduction to Sociology,3.0,6,14-AUG-23,24-NOV-23,F,11:00 AM-11:50 AM,25,25,KarinaMatkarimova,8.522 -cap:72
SOC 201,1L,Social Science ResearchMethods,3.0,6,14-AUG-23,24-NOV-23,M W F,01:00 PM-01:50 PM,23,25,KatherineErdman,8.154 -cap:56
SOC 201,2L,Social Science ResearchMethods,3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,24,25,KatherineErdman,8.154 -cap:56
SOC 203,1L,Quantitative Methods inSociology,3.0,6,14-AUG-23,24-NOV-23,M W F,04:00 PM-04:50 PM,24,25,DarkhanMedeuov,6.422 -cap:28
SOC 203,2L,Quantitative Methods inSociology,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,23,25,DarkhanMedeuov,6.422 -cap:28
SOC 210,1L,Gender and Society,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,24,25,Michael Ryan,8.327 -cap:58
SOC 215,1L,Sociology of Race andEthnicity,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,24,25,SaltanatAkhmetova,8.319 -cap:30
SOC 217,1L,Sociology of the Family,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,23,25,Olga Isupova,7.246 -cap:48
SOC 301,1L,Classical SociologicalTheory,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,24,25,Gavin Slade,8.322A -cap:32
SOC 301,2L,Classical SociologicalTheory,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,24,25,Gavin Slade,8.322A -cap:32
SOC 310,1L,Social Inequality,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,25,25,Michael Ryan,8.322A -cap:32
SOC 401,1Int,Research Assistance inSociology,1.0,2,14-AUG-23,24-NOV-23,,Online/Distant,5,5,Olga Isupova,
SOC 410,1L,Violence against women:An IntersectionalApproach,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,24,25,SaltanatAkhmetova,8.319 -cap:30
SOC 411,1L,Citizenship in Eurasia:Political Sociology of CivicBelonging,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,21,25,MatveyLomonosov,8.302 -cap:57
SOC 415,1L,Social Problems andIssues in Eurasia,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,24,25,Olga Isupova,7E.220 -cap:56
SOC 420,1L,Applied Policy Analysis:Tools and Perspectives,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,24,25,Carlos Abaunza,8.322A -cap:32
SOC 498,1CP,Capstone Seminar Part I,3.0,6,14-AUG-23,24-NOV-23,M W F,01:00 PM-01:50 PM,24,30,DanaBurkhanova,8.319 -cap:30
SPA 101,1L,Beginning Spanish I,4.0,8,14-AUG-23,24-NOV-23,M T W R,09:00 AM-09:50 AM,24,24,Edyta Denst-Garcia,8.317 -cap:28
SPA 101,2L,Beginning Spanish I,4.0,8,14-AUG-23,24-NOV-23,M T W R,10:00 AM-10:50 AM,24,24,Edyta Denst-Garcia,8.317 -cap:28
SPA 101,3L,Beginning Spanish I,4.0,8,14-AUG-23,24-NOV-23,M T W R,01:00 PM-01:50 PM,22,24,Marta AndresLaguna,8.317 -cap:28
SPA 101,4L,Beginning Spanish I,4.0,8,14-AUG-23,24-NOV-23,M T W R,02:00 PM-02:50 PM,24,24,Marta AndresLaguna,8.317 -cap:28
SPA 101,5L,Beginning Spanish I,4.0,8,14-AUG-23,24-NOV-23,M T W R,03:00 PM-03:50 PM,26,24,Marta AndresLaguna,8.317 -cap:28
SPA 201,1L,Intermediate Spanish I,4.0,8,14-AUG-23,24-NOV-23,M T W R,11:00 AM-11:50 AM,25,24,Edyta Denst-Garcia,8.317 -cap:28
SSH 300,1Int,School of Sciences andHumanities Internship,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,10,25,Daniel Beben,
SSH 301,1Int,School of Sciences andHumanities Internship:Second Experience,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,13,25,Daniel Beben,
TEST 001,1L,TEST,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,0,1,TBA TBA,
TUR 100,1L,"Languages, Cultures, andCommunities of the TurkicWorld",3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,30,30,David Somfai,8.327 -cap:58
TUR 230,1L,Literatures of Central Asia,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,31,30,David Somfai,7.507 -cap:48
TUR 231,1L,Istanbul in Literature andCulture,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,29,30,Funda Guven,2.407 -cap:85
TUR 301,1L,Introduction to Old Turkic,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,26,30,Uli Schamiloglu,8.105 -cap:56
TUR 411,1L,Advanced Readings inTurkish Literature,3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,5,16,Sonel Bosnali,8.508 -cap:24
TUR 451,1L,The Turkish Novel,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,14,16,Funda Guven,2.407 -cap:85
WCS 150,22L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,20,20,Kirk Peterson,2.105 -cap:64
WCS 150,6L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,11:00 AM-11:50 AM,19,20,Jane Hoelker,8.322A -cap:32
WCS 150,7L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,20,20,Jane Hoelker,8.322A -cap:32
WCS 150,16L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,19,20,Jane Hoelker,8.322A -cap:32
WCS 150,14L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,19,20,InzhunaKarazhanova,6.410 -cap:24
WCS 150,17L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,20,20,Thomas CarlHughes,6.410 -cap:24
WCS 150,20L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,05:00 PM-05:50 PM,20,20,Thomas CarlHughes,6.410 -cap:24
WCS 150,23L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,20,20,Kevin Phillips,6.410 -cap:24
WCS 150,24L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,21,20,Kevin Phillips,6.410 -cap:24
WCS 150,26L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,19,20,Simon Land,6.410 -cap:24
WCS 150,27L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,20,20,Simon Land,6.410 -cap:24
WCS 150,29L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,20,20,Simon Land,6.410 -cap:24
WCS 150,28L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,20,20,Carlos Abaunza,6.402 -cap:24
WCS 150,25L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,19,20,Carlos Abaunza,7.317 -cap:24
WCS 150,33L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,20,20,Carlos Abaunza,7.317 -cap:24
WCS 150,1L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,09:00 AM-09:50 AM,20,20,Kevin Phillips,7.427 -cap:23
WCS 150,5L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,11:00 AM-11:50 AM,20,20,Thomas CarlHughes,7.427 -cap:23
WCS 150,30L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,21,20,Marilyn Plumlee,7.427 -cap:23
WCS 150,31L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,20,20,Yamen Rahvan,8.422A -cap:32
WCS 150,34L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,19,20,Yamen Rahvan,8.422A -cap:32
WCS 150,2L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,09:00 AM-09:50 AM,20,20,Tiffany Moore,8.508 -cap:24
WCS 150,10L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,20,20,Tiffany Moore,8.508 -cap:24
WCS 150,13L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,01:00 PM-01:50 PM,20,20,Tiffany Moore,8.508 -cap:24
WCS 150,11L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,19,20,Derek Hopper,8.140 -cap:24
WCS 150,15L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,20,20,Derek Hopper,8.140 -cap:24
WCS 150,18L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,04:00 PM-04:50 PM,20,20,Derek Hopper,8.140 -cap:24
WCS 150,3L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,09:00 AM-09:50 AM,19,20,Ti Wu,4.401 -cap:28
WCS 150,4L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,10:00 AM-10:50 AM,20,20,Ti Wu,4.401 -cap:28
WCS 150,9L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,19,20,ZhanarKabylbekova,4.401 -cap:28
WCS 150,12L,Rhetoric and Composition,3.0,6,14-AUG-23,24-NOV-23,M W F,01:00 PM-01:50 PM,19,20,ZhanarKabylbekova,4.401 -cap:28
WCS 200,4L,Introduction to PublicSpeaking,3.0,6,14-AUG-23,24-NOV-23,M W F,01:00 PM-01:50 PM,25,24,Thomas CarlHughes,6.410 -cap:24
WCS 200,5L,Introduction to PublicSpeaking,3.0,6,14-AUG-23,24-NOV-23,M W F,10:00 AM-10:50 AM,23,24,Thomas Duke,7.427 -cap:23
WCS 200,3L,Introduction to PublicSpeaking,3.0,6,14-AUG-23,24-NOV-23,M W F,05:00 PM-05:50 PM,21,24,Thomas Duke,8.422A -cap:32
WCS 200,1L,Introduction to PublicSpeaking,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,23,24,Samira Esat,8.508 -cap:24
WCS 200,2L,Introduction to PublicSpeaking,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,23,24,Samira Esat,8.508 -cap:24
WCS 200,7L,Introduction to PublicSpeaking,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,24,24,Samira Esat,8.508 -cap:24
WCS 210,6L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,24,24,BakhtiarNaghdipour,7.527 -cap:24
WCS 210,12L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,24,24,BakhtiarNaghdipour,7.527 -cap:24
WCS 210,1L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,M W F,10:00 AM-10:50 AM,24,24,Shane Coates,8.422A -cap:32
WCS 210,2L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,24,24,Shane Coates,8.422A -cap:32
WCS 210,3L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,M W F,01:00 PM-01:50 PM,24,24,Thomas Duke,8.422A -cap:32
WCS 210,11L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,25,24,Thomas Duke,8.422A -cap:32
WCS 210,8L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,23,24,ChristinaDecoursey,8.141 -cap:24
WCS 210,9L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,T R,06:00 PM-07:15 PM,24,24,ChristinaDecoursey,8.141 -cap:24
WCS 210,10L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,22,24,ChristinaDecoursey,8.141 -cap:24
WCS 210,7L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,24,24,Dennis Balint,8.508 -cap:24
WCS 210,5L,Technical and ProfessionalWriting,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,22,24,ChristinaDecoursey,4.401 -cap:28
WCS 230,4L,"Say What you Mean:Clarity, Precision, andStyle in Academic Writing",3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,24,24,Marilyn Plumlee,8.422A -cap:32
WCS 230,5L,"Say What you Mean:Clarity, Precision, andStyle in Academic Writing",3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,24,24,Marilyn Plumlee,8.422A -cap:32
WCS 230,1L,"Say What you Mean:Clarity, Precision, andStyle in Academic Writing",3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,24,24,Jeffrey Carney,4.401 -cap:28
WCS 230,2L,"Say What you Mean:Clarity, Precision, andStyle in Academic Writing",3.0,6,14-AUG-23,24-NOV-23,M W F,04:00 PM-04:50 PM,20,24,Jeffrey Carney,4.401 -cap:28
WCS 230,3L,"Say What you Mean:Clarity, Precision, andStyle in Academic Writing",3.0,6,14-AUG-23,24-NOV-23,M W F,05:00 PM-05:50 PM,24,24,Jeffrey Carney,4.401 -cap:28
WCS 240,1L,Writing for Digital Media,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,23,24,Brandon Brock,7E.217 -cap:24
WCS 240,2L,Writing for Digital Media,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,22,24,Brandon Brock,7E.217 -cap:24
WCS 240,3L,Writing for Digital Media,3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,22,24,James Swider,7E.217 -cap:24
WCS 240,4L,Writing for Digital Media,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,24,24,James Swider,7E.217 -cap:24
WCS 250,1L,Advanced Rhetoric andComposition,3.0,6,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,24,24,InzhunaKarazhanova,6.410 -cap:24
WCS 390,1L,Writing Fellows I –Composition andCollaboration in Theoryand Practice,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,12,16,Kirk Peterson,2.105 -cap:64
WCS 391,1S,Writing Fellows II –Practicum in Composition& Collaboration,3.0,6,14-AUG-23,24-NOV-23,S,10:00 AM-12:30 PM,11,10,Ti Wu,4.401 -cap:28
WCS 392,1S,Writing Fellows III -Research & Practice inWriting & PeerMentorship,3.0,6,14-AUG-23,24-NOV-23,S,10:00 AM-12:30 PM,6,8,Adina-CameliaArvatu,4.401 -cap:28
WCS 393,1Int,Internship:Undergraduate WritingTutor I,3.0,6,14-AUG-23,24-NOV-23,S,09:00 AM-10:15 AM,2,2,Karie Pieczynski,Online -cap:0
WLL 102/PHIL 102,1L,"Language, Experience,Culture",3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,29,30,JamesNikopoulos,8.321 -cap:32
WLL 110,1L,Introduction to LiteraryStudies,3.0,6,14-AUG-23,24-NOV-23,M W F,04:00 PM-04:50 PM,100,100,Amanda Murphy,5.103 -cap:160
WLL 201,1L,World Literature I,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,26,26,Maria Rybakova,8.321 -cap:32
WLL235/WCS 260,2L,Creative Writing:Introduction to FictionWriting I,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,20,20,Jonathan Dupuy,6.402 -cap:24
WLL235/WCS 260,1L,Creative Writing:Introduction to FictionWriting I,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,20,20,Kevin Phillips,8.140 -cap:24
WLL 244,1L,Survey of Nineteenth-Century RussianLiterature,3.0,6,14-AUG-23,24-NOV-23,M W F,04:00 PM-04:50 PM,27,26,YuliyaKozitskaya,8.319 -cap:30
WLL 246,1L,Survey of ContemporaryRussian Literature andCulture,3.0,6,14-AUG-23,24-NOV-23,M W F,11:00 AM-11:50 AM,29,26,YuliyaKozitskaya,8.319 -cap:30
WLL 250,1L,From Page to Screen,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,27,26,Jenni Lehtinen,8.319 -cap:30
WLL 261,1L,Survey of AmericanLiterature,3.0,6,14-AUG-23,24-NOV-23,M W F,01:00 PM-01:50 PM,26,26,Ivan Delazari,8.321 -cap:32
WLL 333,1L,Literary Modernism:Writing the Futility andAnarchy of ContemporaryHistory,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,24,24,Ivan Delazari,8.321 -cap:32
WLL 385/ANT385,1L,Postcolonial Theory andits Applications in Eurasia,3.0,6,14-AUG-23,24-NOV-23,M W F,05:00 PM-05:50 PM,16,20,Alima Bissenova,8.307 -cap:55
WLL 450,1L,Laughter,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,25,24,JamesNikopoulos,8.508 -cap:24
WLL 451,1L,The Call of the Evil:Unmasking theVillain(ness) in PopularCulture and Literature,3.0,6,14-AUG-23,24-NOV-23,T,04:30 PM-07:20 PM,24,24,Jenni Lehtinen,8.319 -cap:30
WLL462/WCS 462,1S,Creative Nonfiction,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,16,16,Maria Rybakova,8.321 -cap:32
WLL465/WCS 465,1S,Creative Writing:Autofiction,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,15,16,Jonathan Dupuy,6.508 -cap:18
WLL465/WCS 465,2S,Creative Writing:Autofiction,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,15,16,Jonathan Dupuy,6.508 -cap:18
WLL469/WCS 469,1IS,Independent Study inCreative Writing,3.0,6,14-AUG-23,24-NOV-23,S,01:00 PM-02:15 PM,1,2,Jonathan Dupuy,Online -cap:0
WLL 498,1R,"Languages, Linguistics,and Literatures Capstone I",3.0,6,14-AUG-23,24-NOV-23,R,04:30 PM-07:20 PM,13,20,Eva-MarieDubuisson,8.319 -cap:30
